,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
1250,0.103628,0.105205,0.102543,0.0984226,0.120018,0.115879,0.120344,0.122518,0.103994,0.106389,0.132416,0.129249,0.0996551,0.104558,0.125409,0.130025,0.11323,0.114599,0.11489,0.118899,0.110736,0.116324,0.118965,0.118503,0.117474,0.109085,0.126005,0.125618,0.125534,0.0885603,0.0888542,0.103117,0.104585,0.112493,0.120431,0.0928549,0.0926685,0.0981452,0.0936703,0.0864716,0.0898695,0.0906171,0.0905316,0.10327,0.101814,0.114136,0.121439,0.108972,0.103934,0.101922,0.108214,0.105654,0.109936,0.0846475,0.0839555,0.0907175,0.102328,0.104475,0.102906,0.108992,0.0998749,0.105921,0.112025,0.0983627,0.102159,0.0896927,0.102994,0.0940502,0.105044,0.100069,0.101801,0.100371,0.103462,0.0955871,0.152026,0.110825,0.150104,0.11591,0.119823,0.114942
1252,0.103035,0.104633,0.101979,0.0978647,0.119366,0.115222,0.119688,0.121851,0.103402,0.105804,0.131651,0.128551,0.0990722,0.103942,0.124717,0.129317,0.112613,0.113946,0.114253,0.118241,0.110098,0.115657,0.118318,0.117841,0.11683,0.108465,0.125299,0.124908,0.124847,0.0880302,0.0883283,0.102475,0.103983,0.111832,0.119748,0.0923157,0.0921242,0.0975823,0.0931064,0.0859651,0.0893854,0.0901079,0.0900245,0.102702,0.101249,0.113518,0.120799,0.108367,0.103357,0.101353,0.107639,0.105064,0.109337,0.0841303,0.0834406,0.090168,0.101697,0.103881,0.102313,0.108379,0.0992817,0.105292,0.111368,0.0977537,0.10154,0.0891298,0.102393,0.0934415,0.104414,0.099469,0.101227,0.0997925,0.102931,0.0950489,0.151192,0.110165,0.149331,0.115289,0.119205,0.114285
1254,0.102519,0.104117,0.101485,0.097397,0.118785,0.114659,0.119108,0.121267,0.102886,0.105283,0.131007,0.127932,0.0985626,0.103408,0.124104,0.128705,0.112062,0.11339,0.11369,0.117672,0.109541,0.115066,0.117747,0.117265,0.116259,0.10793,0.124693,0.124299,0.124238,0.0875547,0.0878657,0.101923,0.103469,0.111271,0.119148,0.0918608,0.0916423,0.0970865,0.0926197,0.0855248,0.0889294,0.0896417,0.0895722,0.102185,0.10073,0.112962,0.12023,0.10784,0.102841,0.100852,0.107124,0.10453,0.108805,0.0836667,0.0829854,0.0896578,0.101129,0.103328,0.101782,0.107834,0.0987864,0.104756,0.110835,0.0972294,0.101028,0.0886551,0.101903,0.0929493,0.103902,0.0989735,0.100734,0.0992888,0.102459,0.0945793,0.150455,0.109591,0.148654,0.114745,0.118672,0.113701
1256,0.102034,0.103639,0.101018,0.0969349,0.118234,0.114118,0.118572,0.120716,0.102404,0.104798,0.130378,0.127358,0.0980636,0.102894,0.123538,0.128112,0.111543,0.112846,0.113162,0.11713,0.109012,0.114517,0.117197,0.116718,0.11573,0.10741,0.124104,0.123714,0.123681,0.0871156,0.087429,0.101391,0.102969,0.110721,0.118581,0.0914081,0.0911966,0.096619,0.092152,0.0850915,0.0885033,0.0892071,0.0891386,0.101694,0.100248,0.112435,0.119676,0.107331,0.102355,0.100364,0.10664,0.104032,0.108296,0.0832237,0.08255,0.089198,0.100591,0.102819,0.101283,0.107322,0.0982919,0.10423,0.1103,0.0967054,0.100513,0.0881853,0.101408,0.0924563,0.103384,0.098461,0.100273,0.0988183,0.102012,0.094124,0.149772,0.109048,0.148023,0.114229,0.118165,0.113159
1258,0.101591,0.1032,0.100594,0.0965192,0.117743,0.113625,0.118083,0.120215,0.101953,0.104349,0.12984,0.126855,0.0976369,0.102448,0.123041,0.12761,0.111082,0.112383,0.1127,0.116657,0.108564,0.114035,0.116723,0.116241,0.115258,0.106972,0.123606,0.123212,0.123188,0.0867417,0.0870422,0.100927,0.102535,0.110248,0.118088,0.0910174,0.0907962,0.0962047,0.0917463,0.0847173,0.0881217,0.0888166,0.0887545,0.101252,0.0998071,0.111959,0.119185,0.106886,0.101926,0.0999465,0.106212,0.103582,0.107859,0.082835,0.0821719,0.0887771,0.100125,0.102362,0.100837,0.10686,0.0978655,0.103779,0.109835,0.0962551,0.100071,0.0877954,0.10099,0.0920256,0.102927,0.0980264,0.0998537,0.0983888,0.101607,0.0937155,0.149163,0.10856,0.147454,0.113761,0.1177,0.112651
1260,0.101172,0.102779,0.100188,0.0961189,0.117266,0.113165,0.117627,0.119745,0.101547,0.103934,0.129301,0.12636,0.0972008,0.102008,0.122562,0.127111,0.110644,0.111929,0.11225,0.116197,0.108111,0.11357,0.116253,0.115757,0.114796,0.106532,0.123116,0.122716,0.122697,0.0863653,0.0866688,0.100484,0.10211,0.109785,0.117604,0.090614,0.0904137,0.0958052,0.0913468,0.084355,0.0877431,0.0884306,0.0883836,0.100838,0.0993954,0.11149,0.118709,0.106458,0.10152,0.0995395,0.105801,0.103171,0.107435,0.0824748,0.0818074,0.0883756,0.0996731,0.101927,0.100418,0.106444,0.0974559,0.103351,0.109386,0.0958258,0.0996566,0.0874049,0.100582,0.0916303,0.102488,0.0976213,0.0994543,0.0979777,0.101226,0.0933343,0.148603,0.108104,0.146933,0.113315,0.117257,0.112199
1262,0.100748,0.102382,0.099798,0.0957372,0.116813,0.112721,0.117173,0.119294,0.101133,0.103531,0.1288,0.125892,0.0968042,0.101582,0.122097,0.126653,0.110228,0.111515,0.111832,0.115767,0.107688,0.113125,0.115808,0.115306,0.114352,0.10613,0.122645,0.122233,0.122244,0.0859915,0.0862895,0.100035,0.101689,0.109344,0.117135,0.0902375,0.0900299,0.0954143,0.0909601,0.0839901,0.0873976,0.0880629,0.0880207,0.100432,0.0989946,0.11105,0.11825,0.106055,0.101133,0.0991478,0.105409,0.102757,0.107023,0.0821209,0.0814535,0.0879795,0.0992278,0.101515,0.100007,0.106008,0.0970741,0.102941,0.10897,0.0954087,0.0992387,0.0870514,0.100195,0.0912512,0.102066,0.0972177,0.0990664,0.0975854,0.100846,0.0929657,0.148054,0.107665,0.146411,0.112886,0.116832,0.111741
1264,0.100376,0.101998,0.0994439,0.095392,0.116383,0.112305,0.116762,0.118884,0.100763,0.103155,0.128317,0.125444,0.0964195,0.101176,0.121665,0.126217,0.109842,0.111115,0.11143,0.115359,0.107284,0.112712,0.115382,0.114876,0.113942,0.105738,0.122204,0.121793,0.121828,0.0856455,0.0859537,0.0996368,0.101293,0.10893,0.116692,0.0898706,0.0896652,0.095043,0.0905922,0.0836516,0.0870489,0.0877022,0.0876758,0.100032,0.0985981,0.110632,0.117799,0.105665,0.100759,0.0987664,0.105027,0.102366,0.106625,0.0817718,0.0811108,0.0876021,0.0988062,0.10112,0.0995996,0.105618,0.0966848,0.102551,0.108571,0.0950183,0.09885,0.0867005,0.0998212,0.0908856,0.101661,0.0968255,0.0987051,0.0972224,0.100496,0.0926249,0.147556,0.107245,0.145932,0.112477,0.116435,0.111326
1266,0.0999668,0.101605,0.0990622,0.0950095,0.115943,0.11187,0.116334,0.118451,0.100371,0.102769,0.12782,0.124972,0.0960093,0.10076,0.121206,0.125746,0.109414,0.110686,0.111013,0.114918,0.106882,0.112288,0.114939,0.114433,0.113522,0.105339,0.121749,0.12133,0.121388,0.0852867,0.0855755,0.0992122,0.100878,0.108508,0.116239,0.089498,0.0892889,0.0946545,0.0902193,0.0832775,0.0866948,0.0873347,0.0873132,0.0996255,0.0982005,0.110187,0.117331,0.105264,0.100357,0.098374,0.104634,0.101961,0.106217,0.0814182,0.0807618,0.0872111,0.0983863,0.100689,0.0992055,0.105198,0.096299,0.102144,0.108141,0.094602,0.0984372,0.0863417,0.0994366,0.0905122,0.101231,0.0964258,0.0983195,0.0968296,0.100121,0.09226,0.147034,0.106812,0.145424,0.112057,0.116013,0.110883
1268,0.0995621,0.101201,0.0986659,0.0946392,0.115487,0.111426,0.115892,0.118002,0.0999708,0.102364,0.127308,0.124495,0.0956027,0.100329,0.120754,0.125282,0.109006,0.110259,0.11059,0.114498,0.106466,0.111858,0.114496,0.113984,0.113078,0.104935,0.121301,0.120882,0.120946,0.0849144,0.0852167,0.0988018,0.100466,0.108075,0.115791,0.0891191,0.0889169,0.0942795,0.0898396,0.0829176,0.0863215,0.086974,0.08696,0.0992273,0.0977918,0.109744,0.116864,0.104849,0.0999723,0.0979864,0.10423,0.101556,0.105795,0.0810524,0.0804045,0.0868162,0.0979605,0.100284,0.098777,0.104786,0.0959144,0.101733,0.107721,0.0941933,0.0980282,0.0859913,0.099048,0.0901433,0.1008,0.0960223,0.0979355,0.0964479,0.099736,0.091897,0.146524,0.106387,0.144935,0.111616,0.11559,0.110447
1270,0.0991372,0.100775,0.0982708,0.0942469,0.115032,0.11098,0.115452,0.11755,0.0995701,0.101961,0.126799,0.124011,0.0951811,0.0998955,0.12028,0.124808,0.108578,0.109825,0.110161,0.114043,0.106061,0.11142,0.114043,0.11353,0.112627,0.104521,0.120832,0.120408,0.120492,0.0845414,0.0848371,0.098363,0.100035,0.107626,0.115327,0.0887151,0.0885184,0.0938728,0.089452,0.0825456,0.0859624,0.0865982,0.0865827,0.09881,0.097394,0.109294,0.116383,0.104444,0.0995765,0.0975794,0.103822,0.101134,0.105372,0.080691,0.0800377,0.0864024,0.0975285,0.0998513,0.098364,0.104353,0.0955222,0.101317,0.107289,0.0937638,0.0976165,0.0856247,0.0986353,0.0897618,0.100359,0.0956067,0.0975312,0.096041,0.0993401,0.0915236,0.145992,0.105938,0.144419,0.111177,0.115161,0.109998
1272,0.0986905,0.100312,0.0978387,0.0938262,0.11452,0.110478,0.114956,0.117047,0.0991173,0.101501,0.126239,0.123482,0.0947308,0.0994132,0.119778,0.124281,0.108108,0.109332,0.109681,0.113564,0.105594,0.110926,0.113532,0.113014,0.112147,0.104061,0.120317,0.119888,0.119998,0.0841267,0.0844181,0.0979016,0.0995693,0.107135,0.114814,0.0882971,0.0881065,0.0934372,0.0890245,0.082144,0.0855384,0.0861631,0.0861616,0.0983317,0.0969209,0.108807,0.115841,0.103969,0.0991299,0.0971269,0.10336,0.100668,0.104904,0.0802796,0.0796285,0.085945,0.0970406,0.099378,0.0978849,0.103882,0.0951008,0.100855,0.10682,0.0933041,0.0971619,0.0852302,0.098194,0.0893501,0.0998816,0.0951689,0.0971003,0.0956193,0.098918,0.0911253,0.145422,0.105459,0.143863,0.110681,0.114703,0.109509
1274,0.0982358,0.0998582,0.097387,0.093392,0.114017,0.109974,0.114457,0.116542,0.0986706,0.101049,0.125668,0.122937,0.0942672,0.0989387,0.119247,0.123742,0.107618,0.108846,0.109187,0.113043,0.105121,0.110426,0.113027,0.112499,0.111634,0.1036,0.119791,0.11935,0.119482,0.0836996,0.0839954,0.0974126,0.0990945,0.106651,0.114287,0.0878528,0.0876697,0.0929876,0.088594,0.0817183,0.0851402,0.0857432,0.085751,0.0978593,0.0964784,0.108296,0.115309,0.103504,0.0986917,0.0966815,0.102901,0.1002,0.104437,0.0798699,0.0792199,0.0855061,0.0965556,0.0988878,0.0974226,0.103406,0.0946524,0.100377,0.106313,0.0928349,0.0966904,0.084807,0.0977308,0.0889151,0.0993918,0.0947066,0.0966439,0.0951808,0.0984817,0.0907158,0.144825,0.104972,0.143282,0.110188,0.114218,0.109019
1276,0.0977189,0.0993573,0.0968795,0.0929172,0.113459,0.109415,0.113889,0.11597,0.0981709,0.100536,0.125042,0.122339,0.0937589,0.0984054,0.11868,0.123157,0.107087,0.108295,0.108647,0.112491,0.104595,0.109882,0.112466,0.111952,0.11109,0.103088,0.11922,0.118784,0.11892,0.0832446,0.0835282,0.0969097,0.0985795,0.106118,0.113721,0.0873889,0.0872115,0.0925107,0.0881131,0.0812751,0.0847001,0.0852831,0.0852966,0.097352,0.0959648,0.10776,0.114722,0.102993,0.098185,0.0961756,0.102394,0.0997012,0.103904,0.0794182,0.0787761,0.0850131,0.0960198,0.098371,0.0968903,0.102869,0.0941631,0.0998701,0.105792,0.0923371,0.0961786,0.0843594,0.0972434,0.0884458,0.0988711,0.0942108,0.0961633,0.0946869,0.098014,0.0902826,0.144173,0.104457,0.142664,0.109652,0.11371,0.108479
1278,0.0971866,0.0988331,0.0963699,0.0924357,0.112866,0.108839,0.113328,0.115392,0.0976467,0.100006,0.124392,0.121707,0.0932142,0.0978495,0.118062,0.122529,0.106523,0.107703,0.108063,0.1119,0.104051,0.10931,0.111886,0.111367,0.110518,0.102539,0.118625,0.118182,0.118338,0.0827597,0.0830373,0.0963706,0.0980255,0.10555,0.113126,0.086895,0.0867248,0.0920028,0.0876169,0.080799,0.0842285,0.0848071,0.0848243,0.0968126,0.095444,0.107184,0.114113,0.102439,0.0976718,0.0956432,0.101864,0.0991641,0.103355,0.0789511,0.0783115,0.0845067,0.0954721,0.0978113,0.0963515,0.102325,0.0936473,0.0993229,0.105221,0.0918024,0.0956458,0.0838685,0.0966883,0.0879442,0.0983022,0.0936872,0.0956348,0.0941691,0.0975071,0.0897982,0.143474,0.10388,0.141979,0.109084,0.113142,0.107901
1280,0.0966538,0.0983048,0.0958536,0.0919276,0.11227,0.108262,0.112737,0.114781,0.0971113,0.0994627,0.123744,0.12109,0.0926997,0.097308,0.117471,0.12191,0.105961,0.107126,0.107483,0.111328,0.103494,0.108727,0.111308,0.110773,0.109926,0.101987,0.118019,0.117574,0.117732,0.0822827,0.0825677,0.0958278,0.0974936,0.104986,0.112528,0.086418,0.0862461,0.0914938,0.0871319,0.0803336,0.0837555,0.0843286,0.0843461,0.096267,0.0949062,0.106617,0.1135,0.101886,0.0971427,0.0951207,0.101319,0.0986177,0.10279,0.0784632,0.0778348,0.0839873,0.094908,0.0972582,0.0958062,0.101767,0.0931483,0.0987887,0.104678,0.0912761,0.09513,0.0834078,0.0961672,0.087439,0.0977663,0.0931954,0.0951347,0.0936639,0.0970115,0.0893352,0.142778,0.103334,0.141313,0.108519,0.112605,0.107334
1282,0.0961133,0.0977428,0.0952965,0.0913995,0.111638,0.107647,0.11213,0.114155,0.0965561,0.0989166,0.123055,0.120433,0.0921548,0.0967412,0.116832,0.121259,0.105373,0.106512,0.106878,0.110699,0.102903,0.108103,0.110694,0.110149,0.10931,0.101409,0.117374,0.116932,0.117092,0.081758,0.0820473,0.0952536,0.0969293,0.104396,0.111907,0.0858949,0.0857244,0.0909617,0.0865979,0.0798233,0.0832601,0.0838166,0.0838377,0.0957054,0.0943618,0.106018,0.11287,0.101306,0.0965938,0.0945724,0.100761,0.0980709,0.102225,0.0779605,0.0773452,0.0834564,0.0943373,0.0966809,0.0952454,0.101178,0.092588,0.0982094,0.104062,0.0907122,0.0945692,0.0828879,0.0955981,0.0869022,0.0971748,0.0926426,0.0945788,0.0931147,0.0964849,0.0888405,0.14203,0.102745,0.140609,0.107911,0.112017,0.106726
1284,0.0955655,0.0972158,0.0947594,0.0908685,0.111034,0.107053,0.111522,0.11355,0.0960208,0.0983648,0.122376,0.119792,0.0916188,0.096187,0.11622,0.12062,0.104788,0.105912,0.106282,0.110103,0.102323,0.107499,0.110089,0.10955,0.108709,0.100846,0.116752,0.116312,0.11649,0.0812629,0.0815582,0.0947118,0.096385,0.103819,0.111296,0.0854045,0.0852359,0.0904451,0.0860969,0.0793408,0.0827854,0.0833245,0.0833582,0.0951629,0.0938108,0.105434,0.112243,0.100733,0.09604,0.0940264,0.100197,0.0975101,0.101638,0.0774701,0.0768634,0.0829292,0.0937647,0.0961262,0.094672,0.100602,0.0920566,0.0976466,0.103497,0.0901684,0.0940239,0.0823895,0.0950573,0.0863794,0.0966219,0.0921202,0.0940587,0.0925825,0.0959734,0.0883668,0.141295,0.102173,0.139924,0.107338,0.111459,0.10615
1286,0.0950555,0.0966903,0.0942383,0.0903865,0.11044,0.106487,0.110959,0.112955,0.095492,0.0978336,0.12176,0.119195,0.0911073,0.0956657,0.115612,0.120004,0.10424,0.105344,0.105716,0.109525,0.101784,0.106926,0.109519,0.108973,0.108145,0.100299,0.116169,0.115718,0.115896,0.0807852,0.0810923,0.0941778,0.0958613,0.10326,0.110711,0.0849271,0.0847681,0.0899408,0.0856198,0.0788981,0.0823176,0.0828521,0.0828862,0.0946336,0.0932874,0.104875,0.111644,0.100195,0.0955253,0.0934983,0.0996792,0.0969824,0.1011,0.0770032,0.0763978,0.0824308,0.0932262,0.0955905,0.0941381,0.100067,0.0915382,0.0971026,0.102926,0.0896464,0.0934952,0.0819096,0.0945136,0.0858668,0.0960836,0.0916164,0.093536,0.0920557,0.0954895,0.0878762,0.140601,0.101619,0.139261,0.106772,0.110904,0.105584
1288,0.0945548,0.0961971,0.0937367,0.0898916,0.10988,0.105931,0.110392,0.112378,0.09499,0.0973164,0.121135,0.118598,0.0906069,0.0951356,0.115045,0.119415,0.103686,0.10478,0.105154,0.10896,0.101236,0.106357,0.10896,0.1084,0.107583,0.0997615,0.115588,0.115144,0.115321,0.0803191,0.0806189,0.0936543,0.0953383,0.102727,0.110139,0.0844509,0.0842941,0.089438,0.0851369,0.0784428,0.0818818,0.0823912,0.0824324,0.094114,0.0927764,0.104327,0.111058,0.0996625,0.0950007,0.0929883,0.0991672,0.0964765,0.100566,0.0765344,0.075954,0.0819532,0.0926994,0.0950656,0.0936272,0.0995238,0.0910565,0.0966006,0.102404,0.0891517,0.0930062,0.0814709,0.094013,0.0853788,0.0955895,0.0911444,0.09304,0.0915757,0.0950282,0.0874493,0.139926,0.101103,0.138624,0.106249,0.110397,0.105045
1290,0.0941317,0.0957549,0.0933006,0.0894554,0.109375,0.105453,0.109909,0.111881,0.0945535,0.0968603,0.120601,0.118094,0.0901709,0.0946903,0.114543,0.118892,0.103218,0.104279,0.104671,0.108458,0.10077,0.105867,0.108481,0.107924,0.107097,0.0992887,0.115094,0.114638,0.114825,0.0799115,0.0802261,0.0932264,0.0948854,0.102264,0.109646,0.0840562,0.0839066,0.0890095,0.0847146,0.0780485,0.0814977,0.0819978,0.0820433,0.0936677,0.0923394,0.103849,0.110551,0.099194,0.0945615,0.0925494,0.0987279,0.0960374,0.100125,0.0761538,0.0755598,0.0815459,0.092258,0.0946221,0.0931811,0.0990745,0.0906217,0.0961443,0.101923,0.0887087,0.0925715,0.0810545,0.0935502,0.0849487,0.0951406,0.0907249,0.0926082,0.0911439,0.0946223,0.0870614,0.139341,0.100634,0.138078,0.10578,0.109932,0.104589
1292,0.0937451,0.0953674,0.0928916,0.0890652,0.108941,0.105021,0.109471,0.111425,0.0941484,0.0964532,0.120138,0.117653,0.0897945,0.094301,0.114116,0.118455,0.102799,0.103849,0.104243,0.108036,0.100356,0.105436,0.108051,0.107483,0.106671,0.0988942,0.11465,0.114186,0.114379,0.0795616,0.0798914,0.0928366,0.0945061,0.101876,0.109226,0.0837102,0.0835695,0.088648,0.0843566,0.0777096,0.0811533,0.0816564,0.0816947,0.0932634,0.0919249,0.103417,0.1101,0.0987825,0.094158,0.0921432,0.0983186,0.0956429,0.0997136,0.0757864,0.0752002,0.0811708,0.0918498,0.0942223,0.092782,0.098661,0.0902429,0.0957364,0.101509,0.0883156,0.0921863,0.0807078,0.09315,0.084558,0.0947548,0.0903567,0.0922322,0.0907594,0.0942568,0.0867235,0.138817,0.100236,0.137597,0.105378,0.109543,0.104177
1294,0.0934321,0.0950565,0.0925677,0.0887453,0.108567,0.104668,0.109117,0.111046,0.0938103,0.0961131,0.119754,0.11728,0.0894774,0.0939771,0.113744,0.118081,0.102451,0.103488,0.103895,0.107674,0.100017,0.105075,0.107699,0.107127,0.106318,0.0985594,0.114294,0.113828,0.114017,0.0792665,0.0796038,0.0925052,0.09419,0.101549,0.108873,0.0834228,0.083277,0.0883314,0.0840532,0.0774151,0.0808487,0.0813496,0.0813883,0.0929064,0.0915943,0.103045,0.109706,0.098422,0.0938116,0.0918144,0.0979959,0.095318,0.0993771,0.0754875,0.0749016,0.0808667,0.0915243,0.0938865,0.0924489,0.0983301,0.0899244,0.0954108,0.101173,0.088011,0.0918764,0.080417,0.0928317,0.0842492,0.094435,0.0900646,0.0919112,0.0904394,0.0939625,0.0864275,0.138402,0.0998993,0.137199,0.10503,0.109196,0.103833
1296,0.0931877,0.0948117,0.0923097,0.0885062,0.108289,0.104401,0.108836,0.110774,0.0935614,0.0958596,0.119477,0.117014,0.0892401,0.0937322,0.113495,0.117822,0.102183,0.10323,0.103642,0.107408,0.0997764,0.104817,0.10744,0.106866,0.106059,0.0983129,0.11404,0.113567,0.113776,0.0790547,0.0793956,0.0922747,0.093967,0.101319,0.108629,0.0832195,0.0830798,0.0881076,0.0838277,0.0772173,0.0806276,0.0811296,0.0811673,0.0926389,0.0913266,0.102749,0.109412,0.0981496,0.0935524,0.0915504,0.0977666,0.0950831,0.0991349,0.0752553,0.0746731,0.0806379,0.091283,0.093656,0.0922159,0.0980905,0.0896906,0.0951756,0.100931,0.0877744,0.0916446,0.0802079,0.0925938,0.0840153,0.0941975,0.089846,0.0916789,0.0902043,0.0937444,0.0862195,0.138105,0.0996553,0.136921,0.104795,0.108957,0.103581
1298,0.0930184,0.0946573,0.0921403,0.0883242,0.108094,0.104218,0.108649,0.110583,0.0933752,0.0956729,0.119313,0.116864,0.0890893,0.0935822,0.113336,0.117664,0.102026,0.103057,0.103483,0.107247,0.0996293,0.104655,0.107289,0.106707,0.105895,0.0981629,0.113889,0.113402,0.11361,0.0789148,0.0792588,0.0921175,0.0938169,0.101173,0.108465,0.0830912,0.0829399,0.087953,0.0836671,0.0770689,0.0804775,0.080974,0.0810077,0.0924614,0.0911494,0.102546,0.109201,0.0979645,0.0933675,0.0913716,0.0976012,0.0949226,0.0989761,0.0750996,0.0745172,0.0804868,0.0911281,0.0934976,0.0920585,0.097933,0.089528,0.0950202,0.100768,0.0876132,0.0914868,0.0800664,0.0924365,0.0838511,0.0940474,0.0897033,0.0915166,0.0900462,0.0936043,0.0860735,0.137912,0.0994888,0.136736,0.104622,0.108795,0.103419
1300,0.0929722,0.094599,0.0920506,0.0882559,0.108038,0.104163,0.108573,0.110509,0.0933022,0.0955931,0.119279,0.116824,0.0890297,0.0935274,0.113287,0.117622,0.101959,0.102987,0.103432,0.107201,0.0995641,0.104608,0.107226,0.106648,0.105833,0.0981024,0.113835,0.11334,0.113567,0.0788663,0.0792108,0.0920706,0.0937738,0.101133,0.108417,0.0830477,0.0828999,0.0878954,0.0836082,0.0770087,0.0804182,0.0809299,0.080956,0.0923912,0.0910627,0.102456,0.109116,0.0978922,0.0932981,0.091305,0.0975354,0.0948594,0.0989265,0.0750122,0.0744358,0.0804347,0.0910698,0.093453,0.092,0.097865,0.0894676,0.0949615,0.100719,0.0875538,0.0914411,0.0800331,0.092385,0.0837746,0.0940166,0.089654,0.0914558,0.0899684,0.0935445,0.0860219,0.137862,0.099424,0.136684,0.104575,0.108739,0.103362
1302,0.093,0.0946228,0.0920587,0.0882467,0.108061,0.104198,0.1086,0.110539,0.0932983,0.0956017,0.119357,0.116891,0.0890607,0.0935726,0.113346,0.117698,0.102004,0.103041,0.103496,0.107247,0.0996057,0.104654,0.107279,0.106689,0.105877,0.0981431,0.113898,0.113384,0.113635,0.0788925,0.0792723,0.0921147,0.0938274,0.101192,0.108482,0.0830966,0.0829426,0.0879233,0.0836379,0.077037,0.0804459,0.0809472,0.0809669,0.0923997,0.0910681,0.102449,0.109117,0.0979189,0.0933117,0.0913183,0.0975675,0.0949019,0.0989734,0.0750138,0.0744419,0.080481,0.0911144,0.0934971,0.0920407,0.0979171,0.0895108,0.095,0.100761,0.0875831,0.091488,0.0800714,0.0924227,0.0837987,0.0940671,0.0897067,0.0914882,0.0899946,0.0935777,0.0860369,0.137927,0.0994606,0.136765,0.104609,0.108774,0.103402
1304,0.0931552,0.0947708,0.09218,0.0883582,0.108221,0.104353,0.108761,0.110701,0.0934179,0.0957282,0.119574,0.117091,0.0892108,0.0937286,0.113541,0.117906,0.102167,0.103225,0.103671,0.107429,0.0997895,0.104836,0.107459,0.106857,0.106062,0.0983162,0.114108,0.113582,0.113842,0.0790361,0.0794197,0.0922768,0.0940049,0.101386,0.108689,0.0832582,0.0830837,0.0880635,0.0837705,0.0771743,0.0805607,0.0810808,0.0810941,0.0925309,0.0911799,0.102544,0.109255,0.0980499,0.0934268,0.091443,0.0977222,0.095057,0.0991428,0.075106,0.0745327,0.0806366,0.0912797,0.0936719,0.0922126,0.0980827,0.0896544,0.0951639,0.100935,0.087743,0.0916512,0.0802314,0.0925905,0.0839287,0.0942409,0.0898675,0.09163,0.0901381,0.0937331,0.0861662,0.138162,0.0996235,0.136991,0.104798,0.108928,0.103567
1306,0.0933947,0.0950138,0.0923774,0.0885446,0.108491,0.104606,0.10901,0.110962,0.0936334,0.0959477,0.119913,0.117428,0.0894491,0.0939872,0.113851,0.118243,0.102444,0.10351,0.103962,0.107726,0.100074,0.105131,0.107755,0.107156,0.106359,0.0985983,0.114431,0.1139,0.114164,0.0792825,0.0796791,0.0925463,0.0943024,0.101692,0.109004,0.0835111,0.0833293,0.0883019,0.0839994,0.0773912,0.0807825,0.0813093,0.0813096,0.0927606,0.091405,0.102756,0.109502,0.0983046,0.0936472,0.0916829,0.0979812,0.0953258,0.0994266,0.0752917,0.0747255,0.0808782,0.0915604,0.0939507,0.0924728,0.0983612,0.0899093,0.0954492,0.101239,0.088017,0.0919271,0.0804779,0.0928725,0.0841613,0.0945274,0.0901374,0.0918865,0.0903805,0.093989,0.0863765,0.138542,0.0998832,0.137353,0.105069,0.109197,0.103834
1308,0.0937722,0.0953861,0.0927258,0.0888784,0.108901,0.105021,0.109409,0.111385,0.0939794,0.0963008,0.120445,0.117931,0.089828,0.0943906,0.114326,0.118753,0.102871,0.103952,0.104426,0.108189,0.1005,0.105584,0.108191,0.107591,0.1068,0.0990203,0.114906,0.11437,0.114646,0.0796422,0.0800556,0.0929634,0.0947295,0.102161,0.109482,0.0838797,0.0837027,0.0886758,0.0843479,0.0777431,0.0811217,0.0816633,0.0816548,0.0931386,0.0917523,0.103111,0.109916,0.0986856,0.0940107,0.0920537,0.098374,0.0957243,0.0998467,0.0755964,0.0750189,0.0812491,0.0919698,0.0943717,0.0928898,0.0987778,0.0902726,0.0958601,0.101667,0.0884028,0.0923331,0.0808544,0.0932822,0.0845141,0.094955,0.0905214,0.0922607,0.090754,0.0943538,0.0867104,0.139105,0.100285,0.137882,0.10552,0.109596,0.104253
1310,0.0942669,0.0958903,0.0931825,0.0893054,0.10948,0.105575,0.109964,0.111955,0.09444,0.0967835,0.121131,0.1186,0.0903279,0.0949324,0.114953,0.119419,0.103442,0.104547,0.105032,0.108784,0.101071,0.106186,0.108799,0.108194,0.107408,0.0995862,0.115535,0.115001,0.115286,0.0801407,0.0805645,0.0934975,0.0953103,0.102765,0.110106,0.0843823,0.0841816,0.0891687,0.0848295,0.0781882,0.0815822,0.0821321,0.0821126,0.0936452,0.0922338,0.103607,0.110485,0.0992288,0.0945066,0.0925588,0.098912,0.096253,0.1004,0.0760201,0.0754281,0.0817344,0.0925294,0.0949255,0.0934298,0.0993313,0.0907805,0.0964171,0.102255,0.0889154,0.0928829,0.0813437,0.09384,0.0849868,0.0955087,0.0910473,0.0927776,0.0912526,0.0948544,0.0871569,0.139832,0.1008,0.138584,0.106086,0.110129,0.10481
